 1.00000000e-02 -nan
3.00000000e-02 -nan
5.00000000e-02 -nan
7.00000000e-02 -nan
9.00000000e-02 -nan
1.10000000e-01 -nan
1.30000000e-01 -nan
1.50000000e-01 -nan
1.70000000e-01 -nan
1.90000000e-01 -nan
2.10000000e-01 -nan
2.30000000e-01 -nan
2.50000000e-01 -nan
2.70000000e-01 -nan
2.90000000e-01 -nan
3.10000000e-01 -nan
3.30000000e-01 -nan
3.50000000e-01 -nan
3.70000000e-01 -nan
3.90000000e-01 -nan
4.10000000e-01 -nan
4.30000000e-01 -nan
4.50000000e-01 -nan
4.70000000e-01 -nan
4.90000000e-01 -nan
5.10000000e-01 -nan
5.30000000e-01 -nan
5.50000000e-01 -nan
5.70000000e-01 -nan
5.90000000e-01 -nan
6.10000000e-01 -nan
6.30000000e-01 -nan
6.50000000e-01 -nan
6.70000000e-01 -nan
6.90000000e-01 -nan
7.10000000e-01 -nan
7.30000000e-01 -nan
7.50000000e-01 -nan
7.70000000e-01 -nan
7.90000000e-01 -nan
8.10000000e-01 -nan
8.30000000e-01 -nan
8.50000000e-01 -nan
8.70000000e-01 -nan
8.90000000e-01 -nan
9.10000000e-01 -nan
9.30000000e-01 -nan
9.50000000e-01 -nan
9.70000000e-01 -nan
9.90000000e-01 -nan
1.01000000e+00 -nan
1.03000000e+00 -nan
1.05000000e+00 -nan
1.07000000e+00 -nan
1.09000000e+00 -nan
1.11000000e+00 -nan
1.13000000e+00 -nan
1.15000000e+00 -nan
1.17000000e+00 -nan
1.19000000e+00 -nan
1.21000000e+00 -nan
1.23000000e+00 -nan
1.25000000e+00 -nan
1.27000000e+00 -nan
1.29000000e+00 -nan
1.31000000e+00 -nan
1.33000000e+00 -nan
1.35000000e+00 -nan
1.37000000e+00 -nan
1.39000000e+00 -nan
1.41000000e+00 -nan
1.43000000e+00 -nan
1.45000000e+00 -nan
1.47000000e+00 -nan
1.49000000e+00 -nan
1.51000000e+00 -nan
1.53000000e+00 -nan
1.55000000e+00 -nan
1.57000000e+00 -nan
1.59000000e+00 -nan
1.61000000e+00 -nan
1.63000000e+00 -nan
1.65000000e+00 -nan
1.67000000e+00 -nan
1.69000000e+00 -nan
1.71000000e+00 -nan
1.73000000e+00 -nan
1.75000000e+00 -nan
1.77000000e+00 -nan
1.79000000e+00 -nan
1.81000000e+00 -nan
1.83000000e+00 -nan
1.85000000e+00 -nan
1.87000000e+00 -nan
1.89000000e+00 -nan
1.91000000e+00 -nan
1.93000000e+00 -nan
1.95000000e+00 -nan
1.97000000e+00 -nan
1.99000000e+00 -nan
